building_density,road_connectivity,public_transport_access,air_quality_index,green_cover_percentage,carbon_footprint,population_density,crime_rate,avg_income,renewable_energy_usage,disaster_risk_index,land_use_type_Commercial,land_use_type_Green Space,land_use_type_Industrial,land_use_type_Residential,urban_sustainability_score
0.324811734,0.420823937,0.691715309,0.775551102,0.545161874,0.512351573,0.418598234,0.654053753,0.314681849,0.074273328,0.559703593,1,0,0,0,0.377973639
0.737680299,0.502096198,0.88363232,0.168336673,0.765350289,0.320805083,0.409078366,0.295808821,0.825345742,0.331084109,0.545372261,0,1,0,0,0.644854689
0.476222667,0.91039956,0.495852419,0.426853707,0.895710218,0.422874215,0.807464128,0.760662828,0.079317175,0.495682517,0.040316886,0,1,0,0,0.706827229
0.37604735,0.717580816,0.313316855,0.228456914,0.789718288,0.982605518,0.581056843,0.240422331,0.325861609,0.057264756,0.139244787,0,0,0,1,0.464633004
0.394643785,0.582283496,0.753899508,0.873747495,0.195078394,0.156208338,0.649282561,0.684319897,0.448417577,0.088195386,0.513324515,0,0,0,1,0.327213293
0.45964378,0.79818652,0.220096981,0.627254509,0.599630315,0.540600587,0.740480132,0.29507738,0.18702681,0.263045964,0.985386033,0,1,0,0,0.344817904
0.785361409,0.864800086,0.388625852,0.585170341,0.332029787,0.098332305,0.072640728,0.008889926,0.179866316,0.367136018,0.87679173,1,0,0,0,0.434915904
0.892478178,0.457003678,0.866003164,0.096192385,0.008956147,0.31812015,0.43142936,0.633665715,0.424919435,0.393381259,0.340277141,1,0,0,0,0.357596427
0.9557569,0.4752382,0.724644604,0.132264529,0.200034018,0.527304598,0.91459713,0.113233553,0.754720761,0.1178581,0.54311612,0,0,0,1,0.329141813
0.787249109,0.386111223,0.403911512,0.549098196,0.113005219,0.946720871,0.975372517,0.659616396,0.840468847,0.225829603,0.552816185,0,1,0,0,0.124904009
0.315538494,0.96721988,0.214773208,0.256513026,0.842742775,0.390905933,0.879139073,0.92611018,0.979530691,0.261667521,0.685503258,0,0,0,1,0.44518091
0.688435574,0.697469502,0.356050728,0.056112224,0.258338436,0.064342687,0.230753311,0.969775472,0.07389065,0.067590049,0.68792521,0,0,0,1,0.240731776
0.437790216,0.083046865,0.284159195,0.685370741,0.284538737,0.387836888,0.64562638,0.235968526,0.21665012,0.326141595,0.789957713,0,0,1,0,0.322027307
0.254774638,0.863392344,0.176103314,0.064128257,0.959998639,0.145237045,0.942742826,0.809677147,0.756829784,0.072178285,0.024970886,0,0,1,0,0.630243738
0.841241811,0.480694033,0.743562359,0.236472946,0.378958426,0.229547889,0.28276766,0.353676368,0.540705816,0.703626351,0.943878687,0,0,1,0,0.504021422
0.03843216,0.068566406,0.252112767,0.358717435,0.009336244,0.617936383,0.517729029,0.9009412,0.32769539,0.386109775,0.070071656,1,0,0,0,0.234341719
0.902159876,0.549905355,0.4542871,0.849699399,0.283686637,0.066861722,0.598992826,0.787899121,0.205552813,0.326794503,0.476257525,0,1,0,0,0.396711146
0.461675399,0.417248863,0.385953136,0.300601202,0.119086142,0.46445591,0.219163907,0.073860211,0.280472884,0.126497103,0.919772562,0,1,0,0,0.198456169
0.637479214,0.878193675,0.982397491,0.264529058,0.102589718,0.609300954,0.83009106,0.407295458,0.429348229,0.226512133,0.487768731,0,1,0,0,0.30928064
0.65964172,0.203912717,0.391187921,0.653306613,0.077260148,0.421558794,0.428532009,0.3374302,0.177102151,0.232715767,0.063645055,0,1,0,0,0.352974819
0.895512607,0.82686883,0.07996001,0.368737475,0.593201365,0.01852843,0.912251656,0.785589049,0.964515105,0.985467256,0.229284046,0,0,1,0,0.700827452
0.636947178,0.557883016,0.089807018,0.266533066,0.189157242,0.985637287,0.093887969,0.410446254,0.107509484,0.835562141,0.578786332,1,0,0,0,0.293664239
0.614200755,0.054411757,0.590925222,0.352705411,0.361108649,0.366775618,0.501172737,0.68493002,0.985875758,0.015199892,0.087875077,1,0,0,0,0.394267915
0.06667067,0.972363055,0.599538323,0.042084168,0.862047692,0.778541826,0.799392936,0.602722645,0.842129867,0.616976035,0.423763997,0,0,1,0,0.614227628
0.518631811,0.512774369,0.418865174,0.480961924,0.424224673,0.325275625,0.072709713,0.976172477,0.423208259,0.255928441,0.329158882,1,0,0,0,0.382168928
0.150225558,0.290862817,0.431954845,0.152304609,0.915738917,0.474756535,0.009657837,0.938293726,0.740009051,0.10434443,0.815378347,0,0,1,0,0.417451665
0.737757025,0.469532224,0.053900218,0.406813627,0.497848708,0.388139307,0.793667219,0.427871554,0.671678611,0.70576899,0.110150212,0,1,0,0,0.584066669
0.5124429,0.85828652,0.51668983,0.006012024,0.39871479,0.342180876,0.33312638,0.723945573,0.213253378,0.131582186,0.682940541,0,0,1,0,0.312441466
0.680525056,0.30490004,0.504878311,0.655310621,0.750382319,0.021255475,0.756277594,0.829897353,0.339090597,0.443822146,0.406671442,0,1,0,0,0.635023719
0.041680186,0.192585671,0.149553265,0.895791583,0.072946544,0.359675533,0.537872517,0.899368844,0.513217866,0.632309752,0.587872221,0,1,0,0,0.259666988
0.084818883,0.12893085,0.103825974,0.328657315,0.089255171,0.889536788,0.965024834,0.068068938,0.637993078,0.554613283,0.205570672,0,0,0,1,0.319755098
0.716637057,0.297850814,0.123566572,0.829659319,0.651934851,0.690292656,0.694950331,0.30216791,0.543003078,0.977889598,0.609829972,0,0,1,0,0.583951155
0.072105432,0.780416059,0.101013767,0.841683367,0.486847764,0.144918492,0.156043046,0.320331134,0.473065518,0.78593873,0.674117911,0,0,0,1,0.557928145
0.071277448,0.471753481,0.609886895,0.254509018,0.79042176,0.590980812,0.1325883,0.434622444,0.44321751,0.774385618,0.070241212,0,0,1,0,0.757307261
0.012102334,0.227418059,0.196504423,0.088176353,0.916318594,0.892279687,0.844025938,0.169266185,0.498353418,0.355647185,0.824516963,0,0,1,0,0.469685344
0.956924142,0.166073586,0.25147279,0.434869739,0.388241622,0.6999405,0.171012693,0.496423143,0.434412974,0.008330789,0.861434788,0,0,0,1,0.165426297
0.73783165,0.332748123,0.173585214,0.468937876,0.596352954,0.148182441,0.695364238,0.66354184,0.541437502,0.734589823,0.063562259,0,0,0,1,0.671617839
0.353400193,0.940417198,0.958146211,0.270541082,0.500608186,0.867863251,0.481167219,0.497581948,0.888241686,1,0.603312366,0,0,1,0,0.580384314
0.296658609,0.343053401,0.854889171,0.334669339,0.981679827,0.301155292,0.544564018,0.66612231,0.632976056,0.40594777,0.594134391,1,0,0,0,0.691583396
0.349850403,0.988654542,0.230529524,0.961923848,0.831104246,0.453800411,0.215438742,0.066375188,0.722806203,0.985781646,0.012455568,0,1,0,0,0.865754595
0.77499369,0.485368195,0.327637845,0.472945892,0.911783979,0.525920409,0.629897903,0.876455305,0.597614688,0.141688136,0.342414895,0,0,0,1,0.503172629
0.661659324,0.17906264,0.209919705,0.184368737,0.254170907,0.850524525,0.676393488,0.939578809,0.643168804,0.296544319,0.969129738,0,1,0,0,0.073815669
0.185268032,0.89159482,0.49200991,0.008016032,0.77252707,0.931685491,0.486203091,0.618205028,0.578473161,0.170716695,0.555565309,1,0,0,0,0.389568459
0.174176765,0.460473687,0.019565133,0.310621242,0.265307693,0.929729425,0.414528146,0.881862539,0.026752875,0.475267886,0.933408036,1,0,0,0,0.099148849
0.098428695,0.709984356,0.671570125,0.488977956,0.208558408,0.007347985,0.700745033,0.131422485,0.999902731,0.797181289,0.67578518,1,0,0,0,0.5777407
0.660590948,0.984238603,0.52330398,0.719438878,0.944323092,0.921959282,0.787251656,0.797865047,0.03349849,0.340708472,0.028391119,0,0,0,1,0.588086107
0.764708153,0.049973341,0.898927354,0.160320641,0.019058206,0.053815165,0.286147903,0.119116544,0.395192616,0.90646548,0.077724463,1,0,0,0,0.671872768
0.265155156,0.096528879,0.164402268,0.492985972,0.965452558,0.265358439,0.666459713,0.408169273,0.105035655,0.544945698,0.722329561,0,0,0,1,0.646715155
0.020942833,0.720778177,0.804361772,0.685370741,0.149058278,0.514757241,0.637969095,0.323921997,0.096844909,0.465513055,0.554682156,1,0,0,0,0.383338461
0.082197345,0.281803897,0.792208927,0.985971944,0.819454103,0.479669103,0.483029801,0.585868096,0.793742749,0.787232393,0.127173618,0,1,0,0,0.786898838
0.968287936,0.184204131,0.127176641,0.27254509,0.275760445,0.604545642,0.634381898,0.301603274,0.425983613,0.101410014,0.614189908,0,1,0,0,0.22228955
0.29556731,0.039151426,0.398657736,0.771543086,0.350564728,0.479189288,0.78504415,0.637624044,0.801357776,0.773944565,0.810457016,0,0,1,0,0.405871985
0.769560841,0.02162258,0.170164412,0.124248497,0.216576213,0.934455726,0.084023179,0.367519513,0.272778498,0.242965997,0.753139696,0,1,0,0,0.140819484
0.624935612,0.774849232,0.254764388,0.95991984,0.585453399,0.240114945,0.321399007,0.861248322,0.256447805,0.280839247,0.246210145,0,0,1,0,0.478844106
0.382101453,0.134297218,0.2632933,0.613226453,0.347957093,0.273615588,0.335540839,0.63419199,0.251214147,0.599587385,0.258245254,0,1,0,0,0.490958309
0.205769032,0.467844682,0.556394787,0.230460922,0.657355953,0.92080788,0.123827263,0.215330121,0.6162852,0.902169527,0.968041525,0,0,0,1,0.518502888
0.121429904,0.606128787,0.411514325,0.224448898,0.015399909,0.07618427,0.411975717,0.336241011,0.815224414,0.5785335,0.887591131,0,1,0,0,0.327997023
0.615280629,0.428445122,0.948039874,0.06012024,0.064143444,0.609400263,0.908043598,0.847870003,0.45233016,0.649099568,0.318400605,0,0,1,0,0.3760686
0.774973931,0.026886628,0.126365286,0.012024048,0.099441278,0.681628856,0.197916667,0.386624578,0.379286667,0.776787637,0.824227122,0,0,1,0,0.262362349
0.644185035,0.783872172,0.974009063,0.827655311,0.418878467,0.505304113,0.600372517,0.536042466,0.973872722,0.259344249,0.161767962,1,0,0,0,0.509115545
0.530531323,0.010280242,0.230673382,0.883767535,0.814810673,0.69413404,0.111410044,0.649260027,0.116679014,0.827443711,0.196878123,0,0,0,1,0.657644769
0.041958635,0.762243686,0.773114601,0.004008016,0.88821646,0.172270525,0.483098786,0.34792895,0.486716602,0.418032865,0.181229693,0,1,0,0,0.79566025
0.968916965,0.893760912,0.339045808,0.613226453,0.244638436,0.852651728,0.876586645,0.294062395,0.408538094,0.17564711,0.087734203,1,0,0,0,0.313129704
0.799065278,0.432936747,0.143082886,0.48496994,0.574305428,0.139517325,0.418667219,0.475458335,0.09804357,0.350168033,0.85485737,0,1,0,0,0.428602586
0.292943378,0.535719503,0.858162135,0.110220441,0.768364276,0.400497256,0.318018764,0.21491252,0.268190419,0.246146175,0.578926505,0,1,0,0,0.608720725
0.980403731,0.477114692,0.308925347,0.144288577,0.288671552,0.07470126,0.259036976,0.284287902,0.028328242,0.228722824,0.259006544,1,0,0,0,0.461185044
0.602143287,0.389271372,0.659052768,0.018036072,0.408889246,0.545002853,0.140038631,0.06200916,0.877205936,0.282590486,0.848832984,1,0,0,0,0.389069037
0.582675518,0.887876362,0.566605954,0.120240481,0.52389339,0.66962983,0.786423841,0.304060636,0.607985538,0.180924001,0.802814763,1,0,0,0,0.348281176
0.748401268,0.89439042,0.471882619,0.987975952,0.134666512,0.941306752,0.613548565,0.3208055,0.81524353,0.667858268,0.100967807,1,0,0,0,0.392907557
0.812126803,0.335837422,0.495954921,0.098196393,0.025738272,0.739271767,0.680394592,0.96235781,0.521653379,0.580118839,0.644273106,1,0,0,0,0.178731084
0.656765099,0.615308889,0.732463146,0.24248497,0.152603352,0.540891648,0.820157285,0.590007827,0.599642255,0.648591942,0.721984132,0,1,0,0,0.350345823
0.128142279,0.927390222,0.0877534,0.348697395,0.626806526,0.932695761,0.709230132,0.787791907,0.701030452,0.343772532,0.715976569,1,0,0,0,0.270508817
0.338409486,0.962568609,0.668381567,0.947895792,0.073389852,0.47817915,0.341542494,0.045296904,0.90827662,0.769924148,0.723293522,0,0,0,1,0.426184529
0.928493478,0.50911531,0.896099453,0,0.189505998,0.561009275,0.761451435,0.106496719,0.091666122,0.129584708,0.169488887,0,0,1,0,0.418393942
0.224705978,0.452937238,0.057757296,0.955911824,0.337712075,0.595927997,0.297461369,0.814964368,0.330965415,0.57126082,0.315149042,1,0,0,0,0.354113048
0.372324399,0.278670765,0.140653908,0.881763527,0.077643048,0.409671328,0.321536976,0.623850878,0.709205677,0.275477874,0.844355492,1,0,0,0,0.142491166
0.432261465,0.959379495,0.716851242,0.074148297,0.19150956,0.838491704,0.687568985,0.190997802,0.958637187,0.527719407,0.898580455,0,1,0,0,0.290893438
0.4395929,0.14268464,0.437394866,0.378757515,0.911315907,0.184701019,0.486272075,0.404952325,0.981103703,0.323678244,0.279243713,1,0,0,0,0.706686911
0.613206301,0.580041191,0.403649028,0.156312625,0.01905292,0.554641099,0.865273179,0.538917797,0.638252018,0.790709482,0.023018955,1,0,0,0,0.433525506
0.943492484,0.282529727,0.136965803,0.689378758,0.653393539,0.722156159,0.388383002,0.844056429,0.193556477,0.891503363,0.859947301,1,0,0,0,0.436954465
0.240790379,0.278984984,0.506909648,0.907815631,0.384282378,0.9040337,0.913769316,0.060341568,0.119134945,0.742762858,0.377167832,0,1,0,0,0.502612243
0.121544915,0.405043648,0.126540522,0.675350701,0.672616653,0.883961067,0.379001104,0.597005908,0.94632498,0.175575105,0.329529252,1,0,0,0,0.360212099
0.197548529,0.999331733,0.476748613,0.897795591,0.588632118,0.508505048,0.061396247,0.717398964,0.433988962,0.274891603,0.347069167,0,0,1,0,0.453851577
0.887316046,0.054768039,0.763852447,0.378757515,0.223319465,0.643025782,0.066846026,0.978427103,0.194774556,0.919599014,0.415780764,0,1,0,0,0.442655307
0.64609246,0.578752428,0.258309591,0.366733467,0.847234611,0.393917678,0.006898455,0.807582616,0.93416863,0.437299306,0.378342869,0,0,1,0,0.574216647
0.28602499,0.082395448,0.480915907,0.132264529,0.491849071,0.467912475,0.641349338,0.276299359,0.104443995,0.941428679,0.56654783,0,1,0,0,0.613949162
0.816305851,0.154400308,0.992339856,0.032064128,0.822553056,0.906325016,0.417287528,0.709937314,0.729759411,0.392515846,0.078951808,1,0,0,0,0.619967279
0.861749537,0.439665018,0.686858343,0.765531062,0.405893063,0.930781319,0.354787528,0.763671454,0.625406519,0.952026485,0.971744715,0,0,1,0,0.375022685
0.846887133,0.510617574,0.841623443,0.735470942,0.984755733,0.895465243,0.223785872,0.730106926,0.087647173,0.925982077,0.936647968,0,1,0,0,0.634721317
0.919332213,0.258753315,0.414952305,0.783567134,0.770489338,0.137861271,0.403697572,0.820575177,0.338769168,0.660680994,0.934603138,0,0,0,1,0.562386092
0.252343932,0.31646307,0.768099683,0.631262525,0.966014244,0.850101629,0.255932671,0.904216264,0.149869924,0.00876249,0.879462196,1,0,0,0,0.374231873
0.755373182,0.086793743,0.04047171,0.993987976,0.514242504,0.948454139,0.947226821,0.098384542,0.604633161,0.400401484,0.660463535,0,1,0,0,0.333164118
0.460737006,0.303215385,0.122905013,0.591182365,0.47359384,0.3609052,0.963231236,0.104722712,0.477192861,0.911473352,0.221150831,0,0,0,1,0.663500701
0.842369296,0.967072064,0.203094865,0.416833667,0.755448861,0.518418386,0.23558223,0.796815423,0.004151769,0.885339746,0.049488648,0,1,0,0,0.690097176
0.728809872,0.945203942,0.402051725,0.689378758,0.880327228,0.779060279,0.444467439,0.252428774,0.97600465,0.187383153,0.099337001,0,0,0,1,0.592480225
0.77678842,0.334898615,0.846013216,0.891783567,0.964209243,0.561882406,0.373551325,0.058469763,0.349609679,0.399248912,0.324057014,1,0,0,0,0.763383719
0.656448185,0.571058542,0.346344704,0.080160321,0.324405736,0.993607352,0.921909492,0.401383746,0.258190154,0.835722743,0.503986433,0,0,1,0,0.394988302
0.177497707,0.910064531,0.654816949,0.791583166,0.7987138,0.455438844,0.286216887,0.820307844,0.22241335,0.578004226,0.993462286,0,0,0,1,0.509197568
0.545262796,0.005947459,0.709530821,0.953907816,0.210462096,0.713859473,0.917494481,0.12653827,0.158758949,0.847516004,0.435532102,0,1,0,0,0.505524311
0.985105275,0.811075467,0.586352119,0.945891784,0.545500613,0.79256616,0.449434327,0.67217518,0.999441227,0.826777199,0.524753987,1,0,0,0,0.511159397
0.93780213,0.948868973,0.357324789,0.228456914,0.179654554,0.49385433,0.25227649,0.003507944,0.295111088,0.90771897,0.69530201,0,0,0,1,0.471285518
0.043181703,0.091155861,0.57721964,0.198396794,0.347258679,0.857006524,0.904801325,0.109699585,0.40556256,0.117192398,0.180767509,0,1,0,0,0.37448317
0.164878024,0.161332573,0.342342727,0.745490982,0.931411069,0.545947064,0.628380243,0.350971653,0.871605157,0.145196345,0.933023152,0,1,0,0,0.462498418
0.131776956,0.961255388,0.083852744,0.875751503,0.145886042,0.411343637,0.517660044,0.083547166,0.642038139,0.082769293,0.529143451,0,1,0,0,0.243974365
0.726297965,0.537718734,0.993128164,0.689378758,0.632355618,0.107291455,0.313879691,0.84634978,0.368727652,0.935515128,0.276310538,0,0,0,1,0.788286121
0.818145077,0.013966528,0.127177906,0.69739479,0.592896068,0.393092907,0.856581126,0.86453061,0.898589268,0.475254293,0.93530563,0,0,0,1,0.349835297
0.21359669,0.257591999,0.072323012,0.276553106,0.120525386,0.733868026,0.881484547,0.755959184,0.749921177,0.064279346,0.62558031,0,0,0,1,0.056864958
0.50607078,0.450053857,0.878811538,0.631262525,0.325833341,0.921356762,0.391211369,0.242529398,0.227873247,0.321570264,0.483788773,0,0,1,0,0.36951937
0.841073183,0.693208834,0.30189644,0.647294589,0.562913476,0.251253746,0.977717991,0.523482189,0.643890426,0.351463029,0.580275809,0,0,0,1,0.471062694
0.733122698,0.733491734,0.650491088,0.667334669,0.186987417,0.354886568,0.1486617,0.184199812,0.922669673,0.809763931,0.748458473,0,0,0,1,0.480116933
0.542471816,0.995957678,0.329077828,0.603206413,0.800633512,0.153462952,0.039942053,0.28135383,0.496549022,0.735656143,0.154565879,0,0,0,1,0.803961786
0.59060415,0.287494533,0.391550085,0.587174349,0.972222582,0.690622456,0.054704746,0.516235626,0.733802454,0.689550836,0.865011879,0,0,1,0,0.591148862
0.508579773,0.538399223,0.262159667,0.889779559,0.214577247,0.960287597,0.785527042,0.735388719,0.971395848,0.021803368,0.959708729,0,0,0,1,0
0.297671939,0.533498845,0.343121435,0.032064128,0.186720685,0.640814914,0.129759934,0.094606561,0.690585629,0.910933838,0.567116706,0,1,0,0,0.457392982
0.565266951,0.405720848,0.410803524,0.643286573,0.454831633,0.616921538,0.797254415,0.296782256,0.102357517,0.215560071,0.682412824,0,0,0,1,0.344767003
0.689186511,0.169052805,0.720636812,0.911823647,0.747757809,0.553287837,0.930463576,0.927122748,0.244539449,0.629204951,0.860013849,0,1,0,0,0.504201353
0.873707885,0.977978698,0.511677611,0.583166333,0.281440363,0.087909176,0.416804636,0.429296297,0.595226966,0.061772265,0.374886132,0,1,0,0,0.396671235
0.636568678,0.853742377,0.943870704,0.146292585,0.019633887,0.729432115,0.620791943,0.939379159,0.275549033,0.081485926,0.993040919,0,1,0,0,0.040500211
0.761455551,0.498481,0.041843452,0.5250501,0.541145468,0.601883421,0.767315121,0.991944704,0.957827982,0.009512989,0.680642964,0,0,1,0,0.188292242
0.160132689,0.603475324,0.503206524,0.967935872,0.956661542,0.661354666,0.790424945,0.526897193,0.405401027,0.566050008,0.424084834,0,0,1,0,0.658435
0.461755445,0.227197336,0.58439381,0.03006012,0.391152553,0.898864795,0.900800221,0.288123856,0.457301691,0.629523322,0.677478885,0,0,1,0,0.397748224
0.009324218,0.543970539,0.920493598,0.026052104,0.42001971,0.783929414,0.359961369,0.791188531,0.701778389,0.050411714,0.521787288,0,0,0,1,0.288451915
0.246779251,0.695271665,0.049124345,0.671342685,0.968966723,0.780881623,0.770833333,0.159305599,0.524349816,0.29051483,0.111660172,0,1,0,0,0.617572728
0.726779989,0.515328146,0.573664534,0.561122244,0.694582722,0.927258488,0.039321192,0.252102942,0.382184988,0.851672579,0.796031842,0,0,1,0,0.549943451
0.99224873,0.990817324,0.853901261,0.721442886,0.719155083,0.990056153,0.083057395,0.785287739,0.076545615,0.101274838,0.564492067,0,0,1,0,0.362641373
0.0992115,0.61157788,0.241966757,0.006012024,0.562633885,0.581101226,0.903283664,0.433821889,0.596576698,0.216552301,0.796012091,0,0,0,1,0.332014249
0.40166501,0.371022225,0.876572287,0.825651303,0.974676087,0.108350181,0.908112583,0.201560677,0.86782765,0.424466082,0.154939896,0,0,1,0,0.881951306
0.800422671,0.772513834,0.018997794,0.25250501,0.688839713,0.458857918,0.212334437,0.651445277,0.685931931,0.842489187,0.538468018,0,0,0,1,0.562983422
0.204116655,0.170354438,0.732679943,0.623246493,0.895073548,0.78757247,0.169564018,0.733135285,0.381533751,0.254867043,0.766784487,1,0,0,0,0.46321017
0.555325394,0.384574902,0.933414739,0.01002004,0.699355539,0.027133774,0.685085541,0.1250435,0.127655758,0.99740406,0.988512713,0,0,1,0,0.793314017
0.733392571,0.346988709,0.657394396,0.256513026,0.735104211,0.056317489,0.276145143,0.277052802,0.816563786,0.355313492,0.884582955,1,0,0,0,0.5973574
0.616253552,0.431903115,0.439143125,0.845691383,0.290253563,0.066595441,0.339610927,0.221312525,0.942027852,0.386510802,0.864530972,0,0,0,1,0.410961834
0.188098484,0.782149151,0.044845214,0.769539078,0.303325621,0.730965181,0.180118653,0.379995083,0.388314645,0.122079654,0.247508104,0,1,0,0,0.264780298
0.355534322,0.484309946,0.920410394,0.741482966,0.782988724,0.500925777,0.11817053,0.763838575,0.728830104,0.680358605,0.838160246,0,0,1,0,0.593773323
0.784136094,0.794393329,0.470421978,0.462925852,0.296550993,0.368559115,0.995929912,0.714068948,0.410814758,0.243479351,0.16931234,0,0,0,1,0.392746914
0.554466569,0.576697909,0.028954909,0.893787575,0.562701973,0.105083192,0.361685982,0.662850967,0.502357577,0.629011076,0.19814496,0,1,0,0,0.593742295
0.005220348,0.342095375,0.690030195,0.625250501,0.249181495,0.732170565,0.108098786,0.006179391,0.836710634,0.223165083,0.110135014,0,1,0,0,0.430565272
0.761324715,0.81037009,0.481967392,0.388777555,0.816998598,0.320645516,0.046495585,0.142126844,0.083334998,0.387934888,0.857776415,1,0,0,0,0.586087441
0.035315751,0.238234566,0.124339693,0.128256513,0.110285029,0.264908519,0.912665563,0.223334653,0.530438049,0.856892007,0.108272364,0,0,0,1,0.531849181
0.746060808,0.224317015,0.214300335,0.641282565,0.829465941,0.652190316,0.691432119,0.272025072,0.214587307,0.739086313,0.138135803,0,1,0,0,0.707412391
0.202560874,0.504655714,0.064462325,0.204408818,0.602674799,0.558812889,0.173220199,0.1464129,0.339826772,0.154575249,0.245934776,0,0,1,0,0.458634166
0.958496937,0.260811759,0.57445879,0.553106212,0.186718254,0.362067008,0.620171082,0.410476114,0.644580552,0.607844549,0.572780688,0,0,1,0,0.42049575
0.368096207,0.008852938,0.622212858,0.985971944,0.541960492,0.641350561,0.643694812,0.07511991,0.02711492,0.628784057,0.880364953,1,0,0,0,0.500621054
0.327068448,0.648562611,0.505881515,0.314629259,0.282338884,0.270810338,0.924461921,0.750407009,0.593955081,0.090531341,0.418313043,0,1,0,0,0.317101055
